"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
510,"2019-08-01 00:00:44.6490","2019-08-01 00:09:14.9380",447,"8 Ave & W 52 St",40.76370739,-73.9851615,3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,25623,"Subscriber",1976,1
1758,"2019-08-01 00:00:49.6330","2019-08-01 00:30:08.4620",259,"South St & Whitehall St",40.70122128,-74.01234218,285,"Broadway & E 14 St",40.73454567,-73.99074142,25552,"Customer",1993,1
1692,"2019-08-01 00:00:56.0160","2019-08-01 00:29:08.0900",514,"12 Ave & W 40 St",40.76087502,-74.00277668,422,"W 59 St & 10 Ave",40.770513,-73.988038,26808,"Subscriber",1936,1
1332,"2019-08-01 00:00:57.9160","2019-08-01 00:23:10.4150",529,"W 42 St & 8 Ave",40.7575699,-73.99098507,3725,"2 Ave & E 72 St",40.7687620293096,-73.95840793848038,31125,"Subscriber",1969,1
1295,"2019-08-01 00:01:04.6630","2019-08-01 00:22:39.8380",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,307,"Canal St & Rutgers St",40.71427487,-73.98990025,38691,"Subscriber",1972,2
506,"2019-08-01 00:01:05.2950","2019-08-01 00:09:31.3120",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,26506,"Subscriber",1989,1
85,"2019-08-01 00:01:05.4230","2019-08-01 00:02:30.5410",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3370,"E 78 St & 2 Ave",40.7727966,-73.95577801,33026,"Subscriber",1979,1
440,"2019-08-01 00:01:10.3370","2019-08-01 00:08:30.5800",531,"Forsyth St & Broome St",40.71893904,-73.99266288,349,"Rivington St & Ridge St",40.71850211,-73.98329859,20109,"Customer",1969,0
1537,"2019-08-01 00:01:14.1300","2019-08-01 00:26:51.9070",3774,"Knickerbocker Ave & George St",40.704425,-73.92836,3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,18872,"Subscriber",1971,2
824,"2019-08-01 00:01:18.0540","2019-08-01 00:15:02.5770",3296,"E 93 St & 2 Ave",40.782454175279874,-73.9489196240902,3312,"1 Ave & E 94 St",40.7817212,-73.94594,26108,"Subscriber",1985,1
1538,"2019-08-01 00:01:19.7120","2019-08-01 00:26:57.8570",3774,"Knickerbocker Ave & George St",40.704425,-73.92836,3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,15172,"Customer",2000,1
500,"2019-08-01 00:01:23.9050","2019-08-01 00:09:44.4980",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,31960,"Subscriber",1988,1
270,"2019-08-01 00:01:25.3430","2019-08-01 00:05:56.0840",3423,"West Drive & Prospect Park West",40.6610633719006,-73.97945255041122,3306,"10 St & 7 Ave",40.6662078,-73.98199886,39058,"Subscriber",1983,2
155,"2019-08-01 00:01:28.4030","2019-08-01 00:04:03.9730",442,"W 27 St & 7 Ave",40.746647,-73.993915,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,39906,"Subscriber",1978,1
684,"2019-08-01 00:01:32.4630","2019-08-01 00:12:57.3410",268,"Howard St & Centre St",40.71910537,-73.99973337,332,"Cherry St",40.71219906,-73.97948148,17784,"Subscriber",1972,1
599,"2019-08-01 00:01:32.8650","2019-08-01 00:11:32.7180",497,"E 17 St & Broadway",40.73704984,-73.99009296,3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,27383,"Subscriber",1996,1
660,"2019-08-01 00:01:35.5460","2019-08-01 00:12:36.2450",508,"W 46 St & 11 Ave",40.76341379,-73.99667444,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,39142,"Subscriber",1994,1
249,"2019-08-01 00:01:36.6820","2019-08-01 00:05:46.1010",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3134,"3 Ave & E 62 St",40.76312584,-73.96526895,27051,"Subscriber",1981,1
288,"2019-08-01 00:01:38.0330","2019-08-01 00:06:26.1460",3553,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,18091,"Subscriber",1996,1
593,"2019-08-01 00:01:40.7340","2019-08-01 00:11:33.9860",3055,"Greene Ave & Nostrand Ave",40.6883337,-73.950916,313,"Washington Ave & Park Ave",40.69610226,-73.96751037,27820,"Subscriber",1990,1
559,"2019-08-01 00:01:50.0600","2019-08-01 00:11:09.6090",3136,"5 Ave & E 63 St",40.766368,-73.971518,423,"W 54 St & 9 Ave",40.76584941,-73.98690506,24835,"Subscriber",1973,1
1118,"2019-08-01 00:01:51.1920","2019-08-01 00:20:29.1920",3226,"W 82 St & Central Park West",40.78275,-73.97137,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,34931,"Subscriber",1979,1
649,"2019-08-01 00:01:53.0220","2019-08-01 00:12:42.8490",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,30236,"Subscriber",1972,2
360,"2019-08-01 00:02:10.8870","2019-08-01 00:08:10.9720",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,3788,"E 12 St & 4 Av",40.73269,-73.98974,28293,"Subscriber",1995,1
594,"2019-08-01 00:02:13.9790","2019-08-01 00:12:08.7150",379,"W 31 St & 7 Ave",40.749156,-73.9916,3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,30930,"Subscriber",1960,1
1401,"2019-08-01 00:02:14.7550","2019-08-01 00:25:36.1970",3687,"E 33 St & 1 Ave",40.74322681432173,-73.97449783980846,259,"South St & Whitehall St",40.70122128,-74.01234218,39838,"Subscriber",1963,1
303,"2019-08-01 00:02:18.4720","2019-08-01 00:07:21.5850",493,"W 45 St & 6 Ave",40.7568001,-73.98291153,359,"E 47 St & Park Ave",40.75510267,-73.97498696,31114,"Subscriber",1975,1
1152,"2019-08-01 00:02:21.2260","2019-08-01 00:21:33.4970",479,"9 Ave & W 45 St",40.76019252,-73.9912551,489,"10 Ave & W 28 St",40.75066386,-74.00176802,39365,"Subscriber",1988,1
828,"2019-08-01 00:02:31.8480","2019-08-01 00:16:20.2860",285,"Broadway & E 14 St",40.73454567,-73.99074142,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,20975,"Subscriber",1983,1
254,"2019-08-01 00:02:34.5170","2019-08-01 00:06:49.4570",3082,"Hope St & Union Ave",40.71167351,-73.95141312,3094,"Graham Ave & Withers St",40.7169811,-73.94485918,25815,"Subscriber",1979,1
566,"2019-08-01 00:02:36.8040","2019-08-01 00:12:02.9790",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,33316,"Customer",1969,0
1901,"2019-08-01 00:02:38.5960","2019-08-01 00:34:19.9530",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,3508,"St Nicholas Ave & Manhattan Ave",40.809725,-73.953149,25816,"Subscriber",1991,2
464,"2019-08-01 00:02:38.8220","2019-08-01 00:10:22.9020",353,"S Portland Ave & Hanson Pl",40.68539567,-73.97431458,3335,"Union St & 4 Ave",40.6772744,-73.98282002,21050,"Subscriber",1993,1
502,"2019-08-01 00:02:44.3760","2019-08-01 00:11:07.0090",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,400,"Pitt St & Stanton St",40.71926081,-73.98178024,30081,"Subscriber",2001,1
673,"2019-08-01 00:02:45.8520","2019-08-01 00:13:58.9580",3553,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,3495,"E 114 St & 1 Ave",40.7945663,-73.9362541,19287,"Customer",1995,2
380,"2019-08-01 00:02:47.1030","2019-08-01 00:09:07.2500",3461,"Murray St & Greenwich St",40.714851505262516,-74.01122331619263,363,"West Thames St",40.70834698,-74.01713445,25764,"Subscriber",1997,1
2586,"2019-08-01 00:02:47.1490","2019-08-01 00:45:53.9170",127,"Barrow St & Hudson St",40.73172428,-74.00674436,319,"Fulton St & Broadway",40.711066,-74.009447,39011,"Subscriber",1987,2
787,"2019-08-01 00:02:48.5500","2019-08-01 00:15:55.7020",3749,"Lexington Ave & E 36 St",40.747573958954796,-73.9788007736206,3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,14590,"Subscriber",1969,2
403,"2019-08-01 00:02:57.1820","2019-08-01 00:09:40.9810",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,3737,"Stanton St & Norfolk St",40.720747,-73.986274,31077,"Subscriber",1977,1
105,"2019-08-01 00:02:57.3120","2019-08-01 00:04:42.5570",436,"Hancock St & Bedford Ave",40.68216564,-73.95399026,344,"Monroe St & Bedford Ave",40.6851443,-73.95380904,35022,"Subscriber",1989,0
538,"2019-08-01 00:03:05.0920","2019-08-01 00:12:03.4350",295,"Pike St & E Broadway",40.71406667,-73.99293911,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,34108,"Customer",1997,1
120,"2019-08-01 00:03:06.5470","2019-08-01 00:05:06.6430",3360,"Amsterdam Ave & W 79 St",40.7829391,-73.9786517,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,39311,"Subscriber",1985,1
643,"2019-08-01 00:03:20.9770","2019-08-01 00:14:04.6920",3734,"E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658,3286,"E 89 St & 3 Ave",40.7806284,-73.9521667,19132,"Subscriber",1978,1
1389,"2019-08-01 00:03:22.2340","2019-08-01 00:26:32.1400",415,"Pearl St & Hanover Square",40.7047177,-74.00926027,331,"Pike St & Monroe St",40.71173107,-73.99193043,32065,"Customer",1996,1
371,"2019-08-01 00:03:24.0360","2019-08-01 00:09:35.2460",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,3737,"Stanton St & Norfolk St",40.720747,-73.986274,34262,"Subscriber",1980,1
1662,"2019-08-01 00:03:25.3200","2019-08-01 00:31:07.8320",415,"Pearl St & Hanover Square",40.7047177,-74.00926027,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,18066,"Customer",1969,0
1051,"2019-08-01 00:03:27.6090","2019-08-01 00:20:59.1830",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,350,"Clinton St & Grand St",40.71559509,-73.9870295,20182,"Customer",1969,0
1382,"2019-08-01 00:03:27.9000","2019-08-01 00:26:30.3060",415,"Pearl St & Hanover Square",40.7047177,-74.00926027,331,"Pike St & Monroe St",40.71173107,-73.99193043,30891,"Subscriber",1996,1
289,"2019-08-01 00:03:27.9680","2019-08-01 00:08:17.2820",3260,"Mercer St & Bleecker St",40.72706363348306,-73.99662137031554,285,"Broadway & E 14 St",40.73454567,-73.99074142,28334,"Subscriber",1992,1
194,"2019-08-01 00:03:32.1170","2019-08-01 00:06:46.2950",437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759,3241,"Monroe St & Tompkins Ave",40.686203,-73.944694,39170,"Subscriber",1988,1
428,"2019-08-01 00:03:37.2320","2019-08-01 00:10:45.4610",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,32950,"Customer",1991,1
289,"2019-08-01 00:03:42.4600","2019-08-01 00:08:31.9060",3260,"Mercer St & Bleecker St",40.72706363348306,-73.99662137031554,285,"Broadway & E 14 St",40.73454567,-73.99074142,35025,"Customer",1992,1
613,"2019-08-01 00:03:54.4710","2019-08-01 00:14:08.4000",3598,"Newton Rd & 44 St",40.7595701,-73.9142678,3575,"Crescent St & 34 Ave",40.76108,-73.930562,20808,"Subscriber",1989,1
424,"2019-08-01 00:03:55.8160","2019-08-01 00:11:00.8090",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,394,"E 9 St & Avenue C",40.72521311,-73.97768752,38375,"Subscriber",1995,2
222,"2019-08-01 00:03:58.3800","2019-08-01 00:07:41.0560",3507,"Park Ave & E 124 St",40.8045555,-73.9396861,3501,"E 118 St & Madison Ave",40.8014866,-73.9442507,18583,"Subscriber",1990,1
278,"2019-08-01 00:03:58.5970","2019-08-01 00:08:37.3550",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,402,"Broadway & E 22 St",40.7403432,-73.98955109,38941,"Subscriber",1979,1
498,"2019-08-01 00:04:00.2600","2019-08-01 00:12:18.7510",3285,"W 87 St & Amsterdam Ave",40.78839,-73.9747,3320,"Central Park West & W 100 St",40.79406660818552,-73.96286845207214,32138,"Subscriber",1962,2
1654,"2019-08-01 00:04:01.3180","2019-08-01 00:31:35.3980",382,"University Pl & E 14 St",40.73492695,-73.99200509,3783,"Cliff St & Fulton St",40.70838,-74.00495,29129,"Subscriber",1984,1
482,"2019-08-01 00:04:04.2270","2019-08-01 00:12:06.5780",3285,"W 87 St & Amsterdam Ave",40.78839,-73.9747,3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,39543,"Subscriber",1955,1
704,"2019-08-01 00:04:07.1090","2019-08-01 00:15:51.7570",312,"Allen St & Stanton St",40.722055,-73.989111,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,30047,"Customer",1981,1
775,"2019-08-01 00:04:16.8860","2019-08-01 00:17:12.5580",347,"Greenwich St & W Houston St",40.728846,-74.008591,363,"West Thames St",40.70834698,-74.01713445,21061,"Subscriber",1965,1
414,"2019-08-01 00:04:31.2390","2019-08-01 00:11:26.2020",3399,"7 St & 3 Ave",40.67260298150126,-73.98983001708984,3361,"Carroll St & 6 Ave",40.6740886,-73.9787282,32119,"Subscriber",1959,1
367,"2019-08-01 00:04:44.7550","2019-08-01 00:10:52.5980",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,25769,"Customer",1998,2
277,"2019-08-01 00:04:59.8010","2019-08-01 00:09:37.2220",291,"Madison St & Montgomery St",40.713126,-73.984844,291,"Madison St & Montgomery St",40.713126,-73.984844,39268,"Subscriber",1978,2
754,"2019-08-01 00:05:00.3960","2019-08-01 00:17:34.6150",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,38754,"Subscriber",1951,1
688,"2019-08-01 00:05:09.6270","2019-08-01 00:16:38.4130",476,"E 31 St & 3 Ave",40.74394314,-73.97966069,3733,"Avenue C & E 18 St",40.730563,-73.973984,32077,"Subscriber",1987,1
1133,"2019-08-01 00:05:15.6630","2019-08-01 00:24:08.9520",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,3285,"W 87 St & Amsterdam Ave",40.78839,-73.9747,17886,"Customer",1999,1
1120,"2019-08-01 00:05:24.5360","2019-08-01 00:24:04.6600",173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,3285,"W 87 St & Amsterdam Ave",40.78839,-73.9747,38270,"Customer",1997,2
243,"2019-08-01 00:05:33.9810","2019-08-01 00:09:37.7950",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,25893,"Subscriber",1978,1
539,"2019-08-01 00:05:48.2590","2019-08-01 00:14:47.7570",3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,311,"Norfolk St & Broome St",40.7172274,-73.98802084,28130,"Subscriber",1986,1
518,"2019-08-01 00:05:51.7130","2019-08-01 00:14:30.0100",3161,"W 76 St & Columbus Ave",40.7801839724239,-73.97728532552719,479,"9 Ave & W 45 St",40.76019252,-73.9912551,32692,"Subscriber",1983,1
1466,"2019-08-01 00:05:52.0210","2019-08-01 00:30:18.2670",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,14769,"Subscriber",1992,1
1427,"2019-08-01 00:05:53.0570","2019-08-01 00:29:40.5650",3763,"Wyckoff Av & Jefferson St",40.707165,-73.923711,399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628,38966,"Customer",1979,1
748,"2019-08-01 00:05:57.2640","2019-08-01 00:18:25.6120",346,"Bank St & Hudson St",40.73652889,-74.00618026,531,"Forsyth St & Broome St",40.71893904,-73.99266288,31227,"Subscriber",1989,1
338,"2019-08-01 00:05:57.6580","2019-08-01 00:11:35.6730",3467,"W Broadway & Spring Street",40.72494672359416,-74.00165855884552,401,"Allen St & Rivington St",40.72019576,-73.98997825,15436,"Subscriber",1983,1
342,"2019-08-01 00:05:58.1190","2019-08-01 00:11:40.7980",3427,"Lafayette St & Jersey St S",40.72430527250332,-73.99600982666016,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,30059,"Customer",1988,2
759,"2019-08-01 00:06:00.0160","2019-08-01 00:18:39.7710",505,"6 Ave & W 33 St",40.74901271,-73.98848395,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,38107,"Subscriber",1988,1
923,"2019-08-01 00:06:03.3770","2019-08-01 00:21:26.7450",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,531,"Forsyth St & Broome St",40.71893904,-73.99266288,39442,"Subscriber",1979,1
191,"2019-08-01 00:06:04.7220","2019-08-01 00:09:16.2560",3167,"Amsterdam Ave & W 73 St",40.77966809007312,-73.98093044757842,3161,"W 76 St & Columbus Ave",40.7801839724239,-73.97728532552719,33227,"Subscriber",1997,1
657,"2019-08-01 00:06:06.7760","2019-08-01 00:17:04.3680",297,"E 15 St & 3 Ave",40.734232,-73.986923,405,"Washington St & Gansevoort St",40.739323,-74.008119,28055,"Subscriber",1999,1
336,"2019-08-01 00:06:08.1980","2019-08-01 00:11:44.9370",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,151,"Cleveland Pl & Spring St",40.722103786686034,-73.99724900722504,38119,"Subscriber",1989,1
545,"2019-08-01 00:06:08.5190","2019-08-01 00:15:13.9440",325,"E 19 St & 3 Ave",40.73624527,-73.98473765,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,29895,"Subscriber",1982,1
683,"2019-08-01 00:06:11.1850","2019-08-01 00:17:34.5660",469,"Broadway & W 53 St",40.76344058,-73.98268129,422,"W 59 St & 10 Ave",40.770513,-73.988038,18360,"Subscriber",1988,1
196,"2019-08-01 00:06:14.5090","2019-08-01 00:09:31.4510",3167,"Amsterdam Ave & W 73 St",40.77966809007312,-73.98093044757842,3161,"W 76 St & Columbus Ave",40.7801839724239,-73.97728532552719,27363,"Customer",1969,0
398,"2019-08-01 00:06:21.8060","2019-08-01 00:13:00.3680",3504,"E 123 St & Lexington Ave",40.8029263,-73.9379,3501,"E 118 St & Madison Ave",40.8014866,-73.9442507,26813,"Subscriber",1993,1
1149,"2019-08-01 00:06:29.0380","2019-08-01 00:25:38.7110",224,"Spruce St & Nassau St",40.71146364,-74.00552427,392,"Jay St & Tech Pl",40.695065,-73.987167,34329,"Customer",1988,2
635,"2019-08-01 00:06:34.6240","2019-08-01 00:17:09.9280",3534,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,3493,"E 118 St & 3 Ave",40.799139,-73.9389152,32094,"Subscriber",1999,1
524,"2019-08-01 00:06:40.7530","2019-08-01 00:15:24.8020",128,"MacDougal St & Prince St",40.72710258,-74.00297088,150,"E 2 St & Avenue C",40.7208736,-73.98085795,28294,"Subscriber",1987,1
1202,"2019-08-01 00:06:42.4900","2019-08-01 00:26:45.3910",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,34307,"Subscriber",1986,1
497,"2019-08-01 00:06:45.1120","2019-08-01 00:15:02.1990",3116,"Huron St & Franklin St",40.73266,-73.95826,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,33757,"Customer",1991,1
1379,"2019-08-01 00:06:56.9150","2019-08-01 00:29:56.8050",3616,"Steinway St & 28 Ave",40.7656251,-73.9136695,3617,"28 Ave & 35 St",40.7671,-73.9169858,39391,"Customer",1995,1
545,"2019-08-01 00:07:02.4550","2019-08-01 00:16:08.3280",3733,"Avenue C & E 18 St",40.730563,-73.973984,3707,"Lexington Ave & E 26 St",40.741459,-73.983293,19360,"Subscriber",1994,1
1510,"2019-08-01 00:07:06.0620","2019-08-01 00:32:16.3640",389,"Broadway & Berry St",40.71044554,-73.96525063,3749,"Lexington Ave & E 36 St",40.747573958954796,-73.9788007736206,38138,"Subscriber",1992,1
1644,"2019-08-01 00:07:11.5800","2019-08-01 00:34:36.4370",3662,"31 Ave & Steinway St",40.761293897289086,-73.916916847229,3526,"31 St & 23 Ave",40.7747878,-73.9125551,29935,"Subscriber",1990,1
362,"2019-08-01 00:07:12.1340","2019-08-01 00:13:14.3010",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,16407,"Customer",1997,1
950,"2019-08-01 00:07:12.4090","2019-08-01 00:23:02.9060",387,"Centre St & Chambers St",40.71273266,-74.0046073,363,"West Thames St",40.70834698,-74.01713445,26342,"Customer",1989,2
377,"2019-08-01 00:07:14.1770","2019-08-01 00:13:31.5120",265,"Stanton St & Chrystie St",40.72229346,-73.99147535,257,"Lispenard St & Broadway",40.71939226,-74.00247214,21040,"Subscriber",1998,1
355,"2019-08-01 00:07:17.0150","2019-08-01 00:13:12.0430",243,"Fulton St & Rockwell Pl",40.68841,-73.979458,3049,"Cambridge Pl & Gates Ave",40.68488,-73.96304,17567,"Subscriber",1970,1
366,"2019-08-01 00:07:30.2070","2019-08-01 00:13:36.5350",3430,"Richardson St & N Henry St",40.71907891179564,-73.94223690032959,3668,"Leonard St & Nassau Ave",40.7239567849954,-73.94984364509583,21287,"Subscriber",1992,1
412,"2019-08-01 00:07:40.0350","2019-08-01 00:14:32.1380",360,"William St & Pine St",40.70717936,-74.00887308,426,"West St & Chambers St",40.71754834,-74.01322069,30556,"Subscriber",1985,1
2575,"2019-08-01 00:07:43.6790","2019-08-01 00:50:38.9370",285,"Broadway & E 14 St",40.73454567,-73.99074142,3060,"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915,39605,"Subscriber",1976,1
142,"2019-08-01 00:07:45.2700","2019-08-01 00:10:07.9330",422,"W 59 St & 10 Ave",40.770513,-73.988038,3356,"Amsterdam Ave & W 66 St",40.7746671,-73.98470567,30094,"Subscriber",1982,1
252,"2019-08-01 00:07:51.4570","2019-08-01 00:12:03.5560",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,39780,"Subscriber",1976,1
972,"2019-08-01 00:07:52.7140","2019-08-01 00:24:05.0510",3615,"44 Dr & 21 St",40.748,-73.9460927,3573,"35 St & 34 Ave",40.7580583,-73.9242751,20925,"Subscriber",1982,1
700,"2019-08-01 00:08:01.2590","2019-08-01 00:19:42.0360",504,"1 Ave & E 16 St",40.73221853,-73.98165557,307,"Canal St & Rutgers St",40.71427487,-73.98990025,39361,"Subscriber",1992,1
945,"2019-08-01 00:08:02.5580","2019-08-01 00:23:48.0910",265,"Stanton St & Chrystie St",40.72229346,-73.99147535,150,"E 2 St & Avenue C",40.7208736,-73.98085795,28060,"Subscriber",1996,1
934,"2019-08-01 00:08:03.4410","2019-08-01 00:23:38.2330",389,"Broadway & Berry St",40.71044554,-73.96525063,3118,"McGuinness Blvd & Eagle St",40.73555,-73.95284,25087,"Customer",1969,0
1058,"2019-08-01 00:08:07.0190","2019-08-01 00:25:45.2260",411,"E 6 St & Avenue D",40.72228087,-73.97668709,312,"Allen St & Stanton St",40.722055,-73.989111,16747,"Subscriber",1947,1
1267,"2019-08-01 00:08:10.3350","2019-08-01 00:29:17.6860",3076,"Scholes St & Manhattan Ave",40.70870368,-73.9448625,3086,"Graham Ave & Conselyea St",40.715143,-73.944507,30011,"Subscriber",1995,0
724,"2019-08-01 00:08:14.7520","2019-08-01 00:20:19.4350",481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,3430,"Richardson St & N Henry St",40.71907891179564,-73.94223690032959,31236,"Subscriber",1989,2
319,"2019-08-01 00:08:24.3760","2019-08-01 00:13:43.9560",3430,"Richardson St & N Henry St",40.71907891179564,-73.94223690032959,3668,"Leonard St & Nassau Ave",40.7239567849954,-73.94984364509583,26612,"Subscriber",1992,2
